bibtex_key,title,author,journal,year,source,pages,volume,abstract,document_type,doi,url,affiliation,author_keywords,keywords,publisher,issn,language,note,selection_criteria,created_at,updated_at,created_by,updated_by,status,comments
arora2016position,Position paper: Promoting user engagement and learning in search tasks by effective document representation,"Arora, Piyush and Jones, Gareth JF",,2016,Google Scholar,,,,article,,,,,,CEUR,,,,,"43732,1","43732,1",marcelo.machado,,Unclassified,
syed2016optimizing,Optimizing Search Results for Educational Goals: Incorporating Keyword Density as a Retrieval Objective.,"Syed, Rohail and Collins-Thompson, Kevyn",,2016,Google Scholar,,,,inproceedings,,,,,,,,,,,"43732,1","43732,1",marcelo.machado,,Unclassified,
bermingham2006feedback,Feedback on assessment: can we provide a better student experience by working smarter than by working harder?,"Bermingham, Vera and Hodgson, John",The Law Teacher,2006,Google Scholar,151--172,40,,article,,,,,,Taylor \& Francis,,,,,"43732,1","43732,1",marcelo.machado,,Unclassified,
hoppe2018current,Current Challenges for Studying Search as Learning Processes,"Hoppe, Anett and Holtz, Peter and Kammerer, Yvonne and Yu, Ran and Dietze, Stefan and Ewerth, Ralph",,2018,Google Scholar,,,,article,,,,,,,,,,,"43732,1","43732,1",marcelo.machado,,Unclassified,
gwizdka2016proceedings,Proceedings of the International Workshop on Search as Learning (SAL@SIGIR),"Gwizdka, Jacek and Hansen, Preben and Hauff, Claudia and He, Jiyin and Kando, Noriko",,2016,Google Scholar,,,,inproceedings,,,,,,,,,,,"43732,1","43732,1",marcelo.machado,,Unclassified,
moraes2018search,Search as a learning activity: a viable alternative to instructor-designed learning?,"Moraes, Felipe and Putra, Sindunuraga Rikarno and Hauff, Claudia","Anne Dirkson, Suzan Verberne, Gerard van Oortmerssen \& Wessel Kraaij",2018,Google Scholar,19,,,article,,,,,,,,,,,"43732,1","43732,1",marcelo.machado,,Unclassified,
moraes2018contrasting,Contrasting Search as a Learning Activity with Instructor-designed Learning,"Moraes, Felipe and Putra, Sindunuraga Rikarno and Hauff, Claudia",,2018,Google Scholar,167--176,,,inproceedings,,,,,,,,,,,"43732,1","43732,2",marcelo.machado,,Duplicated,
taibi2017sar,SaR-WEB: A Semantic Web tool to support Search as Learning practices and cross-language results on the web,"Taibi, Davide and Fulantelli, Giovanni and Marenzi, Ivana and Nejdl, Wolfgang and Rogers, Richard and Ijaz, Asim",,2017,Google Scholar,522--524,,,inproceedings,,,,,,,,,,,"43732,1","43732,1",marcelo.machado,,Unclassified,
rikarno2018evaluating,Evaluating Collaborative Search for a Learning-Oriented Search Task,"Rikarno Putra, Sindunuraga",,2018,Google Scholar,,,,article,,,,,,,,,,,"43732,1","43732,1",marcelo.machado,,Unclassified,
ahlers2016training,Training on the Job: Learning While Searching in an Engineering Workplace.,"Ahlers, Dirk and Mehrpoor, Mahsa",,2016,Google Scholar,,,,inproceedings,,,,,,,,,,,"43732,1","43732,2",marcelo.machado,,Duplicated,
chi2019examining,Examining and Supporting Laypeople's Learning in Online Health Information Seeking,"Chi, Yu",,2019,Google Scholar,425--428,,,inproceedings,,,,,,,,,,,"43732,1","43732,1",marcelo.machado,,Unclassified,
yu2019lile2019,LILE2019: 8th International Workshop on Learning and Education with Web Data,"Yu, Ran and d'Aquin, Mathieu and Gasevic, Dragan and Kimmerle, Joachim and Herder, Eelco and Ewerth, Ralph",,2019,Google Scholar,15--16,,,inproceedings,,,,,,,,,,,"43732,1","43732,1",marcelo.machado,,Unclassified,
collins2016assessing,Assessing learning outcomes in web search: A comparison of tasks and query strategies,"Collins-Thompson, Kevyn and Rieh, Soo Young and Haynes, Carl C and Syed, Rohail",,2016,Google Scholar,163--172,,,inproceedings,,,,,,,,,,,"43732,1","43732,1",marcelo.machado,,Unclassified,
bah2014using,Using ‘model’Pseudo-Documents to improve searching-as-learning and search over sessions,"Bah, Ashraf and Carterette, Ben",,2014,Google Scholar,,,,inproceedings,,,,,,,,,,,"43732,1","43732,1",marcelo.machado,,Unclassified,
kammerer4,"4.6 What are effective and scalable proxy signals for learning during search and search-related activities, and how can we measure and apply them?","Kammerer, Yvonne and Nürnberger, Andreas and Ahlers, Dirk and Gadiraju, Ujwal and Kando, Noriko and Collins-Thompson, Kevyn",Search as Learning,,Google Scholar,153,,,article,,,,,,,,,,,"43732,1","43732,1",marcelo.machado,,Unclassified,
fulantelli2016sar,SaR-Web-A Tool to Support Search as Learning Processes.,"Fulantelli, Giovanni and Marenzi, Ivana and Ahmad, Qazi Asim Ijaz and Taibi, Davide",,2016,Google Scholar,,,,inproceedings,,,,,,,,,,,"43732,1","43732,2",marcelo.machado,,Duplicated,
abualsaud2017learning,Learning Factors and Determining Document-level Satisfaction In Search-as-Learning,"Abualsaud, Mustafa",,2017,Google Scholar,,,,mastersthesis,,,,,,,,,,,"43732,1","43732,1",marcelo.machado,,Unclassified,
freund2016measuring,On Measuring Learning in Search: A Position Paper.,"Freund, Luanne and Dodson, Samuel and Kopak, Rick",,2016,Google Scholar,,,,inproceedings,,,,,,,,,,,"43732,1","43732,1",marcelo.machado,,Unclassified,
azpiazu2016finding,"Finding, understanding and learning: Making information discovery tasks useful for children and teachers","Azpiazu, Ion Madrazo and Dragovic, Nevena and Pera, Maria Soledad",,2016,Google Scholar,,,,article,,,,,,,,,,,"43732,1","43732,1",marcelo.machado,,Unclassified,
agosti3,3.7 Future in Information Retrieval Evaluation,"Agosti, Maristella",Evaluation Methodologies in Information Retrieval,,Google Scholar,102,,,article,,,,,,,,,,,"43732,1","43732,1",marcelo.machado,,Unclassified,
gwizdka2016towards,Towards Observable Indicators of Learning on Search.,"Gwizdka, Jacek and Chen, Xueshu",,2016,Google Scholar,,,,inproceedings,,,,,,,,,,,"43732,1","43732,1",marcelo.machado,,Unclassified,
collinssearch,Search as Learning,"Collins-Thompson, Kevyn and Hansen, Preben and Hauff, Claudia",,,Google Scholar,,,,article,,,,,,,,,,,"43732,1","43732,1",marcelo.machado,,Unclassified,
fetters2018evidence,Evidence based physical therapy,"Fetters, Linda and Tilson, Julie",,2018,Google Scholar,,,,book,,,,,,FA Davis,,,,,"43732,1","43732,1",marcelo.machado,,Unclassified,
noordzij2013motivating,Motivating and counseling the unemployed,"Noordzij, Gera",,2013,Google Scholar,,,,book,,,,,,,,,,,"43732,1","43732,1",marcelo.machado,,Unclassified,
sutthisan2017english,English Reading Skill and Strategy Development through Supplementary Exercises for Undergraduate Students,"Sutthisan, Sasiwimon and Kongsoongnoen, Kanya",PERTANIKA JOURNAL OF SOCIAL SCIENCE AND HUMANITIES,2017,Google Scholar,249--258,25,,article,,,,,,"UNIV PUTRA MALAYSIA PRESS SERDANG, SELANGOR, 00000, MALAYSIA",,,,,"43732,1","43732,1",marcelo.machado,,Unclassified,
oberleitner2017impact,The impact of auditor rotation on audit quality: A qualitative study conducted with audit companies and public listed companies located in Sweden,"Oberleitner, Sonja Oberleitner",,2017,Google Scholar,,,,misc,,,,,,,,,,,"43732,1","43732,1",marcelo.machado,,Unclassified,
legerfred,"Fred Davis, René Riedl, Jan vom Brocke, Pierre-Majorique Léger, Adriane Randolph (Eds.)","Léger, Pierre-Majorique",,,Google Scholar,,,,article,,,,,,,,,,,"43732,1","43732,1",marcelo.machado,,Unclassified,
lea2000student,Student writing in higher education: New contexts,"Lea, Mary R and Stierer, Barry",,2000,Google Scholar,,,,book,,,,,,Open University Press/Society for Research into Higher Education,,,,,"43732,1","43732,1",marcelo.machado,,Unclassified,
talikka2018recognizing,Recognizing required changes to higher education engineering programs’ information literacy education as a consequence of research problems becoming more complex,"Talikka, Marja",,2018,Google Scholar,,,,article,,,,,,Lappeenranta University of Technology,,,,,"43732,1","43732,1",marcelo.machado,,Unclassified,
pogue2019computer,Computer Self-Efficacy as an Inherent Characteristic of Digital Natives in Online Learning Environments,"Pogue, Mavis",,2019,Google Scholar,,,,phdthesis,,,,,,,,,,,"43732,1","43732,1",marcelo.machado,,Unclassified,
rizk2011parallelization,Parallelization on graphic hardware: contributions to RNA folding and sequence alignment,"Rizk, Guillaume",,2011,Google Scholar,,,,phdthesis,,,,,,,,,,,"43732,1","43732,1",marcelo.machado,,Unclassified,
liu2019personalization,Personalization in text information retrieval: A survey,"Liu, Jingjing and Liu, Chang and Belkin, Nicholas J",Journal of the Association for Information Science and Technology,2019,Google Scholar,,,,article,,,,,,Wiley Online Library,,,,,"43732,1","43732,1",marcelo.machado,,Unclassified,
shah2014collaborative,Collaborative information seeking,"Shah, Chirag",Journal of the Association for Information Science and Technology,2014,Google Scholar,215--236,65,,article,,,,,,Wiley Online Library,,,,,"43732,1","43732,1",marcelo.machado,,Unclassified,
reynolds2016defining,"Defining, designing for, and measuring “social constructivist digital literacy” development in learners: A proposed framework","Reynolds, Rebecca",Educational Technology Research and Development,2016,Google Scholar,735--762,64,,article,,,,,,Springer,,,,,"43732,1","43732,1",marcelo.machado,,Unclassified,
maia2019search,"Search Strategies in the Perceptual-Motor Workspace and the Acquisition of Coordination, Control and Skill","Maia Pacheco, Matheus and Lafe, Charley William and Newell, Karl M",Frontiers in psychology,2019,Google Scholar,1874,10,,article,,,,,,Frontiers,,,,,"43732,1","43732,1",marcelo.machado,,Unclassified,
yue2018collaborative,Collaborative information search,"Yue, Zhen and He, Daqing",,2018,Google Scholar,108--141,,,incollection,,,,,,Springer,,,,,"43732,1","43732,1",marcelo.machado,,Unclassified,
reynolds2016relationships,"Relationships among tasks, collaborative inquiry processes, inquiry resolutions, and knowledge outcomes in adolescents during guided discovery-based game design in school","Reynolds, Rebecca B",Journal of Information Science,2016,Google Scholar,35--58,42,,article,,,,,,"SAGE Publications Sage UK: London, England",,,,,"43732,1","43732,1",marcelo.machado,,Unclassified,
chu2017assessment,Assessment Instruments for Twenty-First Century Skills,"Chu, Samuel Kai Wah and Reynolds, Rebecca B and Tavares, Nicole J and Notari, Michele and Lee, Celina Wing Yi",,2017,Google Scholar,163--192,,,incollection,,,,,,Springer,,,,,"43732,1","43732,1",marcelo.machado,,Unclassified,
libby2015negotiating,"Negotiating language and literacy in a bilingual/bicultural context: Learning, teaching, and leading with ell students in a multilingual/multicultural New Zealand school","Libby, Mary E",,2015,Google Scholar,,,,book,,,,,,University of Pennsylvania,,,,,"43732,1","43732,1",marcelo.machado,,Unclassified,
riyaz2017investigation,An investigation into the ‘I can Google it’information seeking behaviour of the academic communities in the Maldives and Austrália,"Riyaz, Aminath",,2017,Google Scholar,,,,phdthesis,,,,,,,,,,,"43732,1","43732,1",marcelo.machado,,Unclassified,
carvalho2018engajamento,Engajamento e ambientes virtuais imersivos: uma proposta de diretrizes,"Carvalho, Aderson de and others",,2018,Google Scholar,,,,article,,,,,,Universidade Federal de Santa Maria,,,,,"43732,1","43732,1",marcelo.machado,,Unclassified,
karmanov2009feeling,Feeling the landscape: six psychological studies into landscape experience,"Karmanov, DY",,2009,Google Scholar,,,,book,,,,,,,,,,,"43732,1","43732,1",marcelo.machado,,Unclassified,
far2019research,Research together: exploring students' collaborative information behaviour in group work settings,"Far, Parisa Khatamian",,2019,Google Scholar,,,,article,,,,,,University of Borås,,,,,"43732,1","43732,1",marcelo.machado,,Unclassified,
vakkari2003task,Task-based information searching,"Vakkari, Pertti",Annual review of information science and technology,2003,Google Scholar,413--464,37,,article,,,,,,Wiley Online Library,,,,,"43732,1","43732,1",marcelo.machado,,Unclassified,
deconsumer,CONSUMER PURCHASE BEHAVIOR: POTENTIAL MARKETS IN ARGENTINA FOR BRAZILIAN E-BOOK RETAILERS,"de Carvalho, Mathias Freire and de Oliveira Dias, Murillo",,,Google Scholar,,,,article,,,,,,,,,,,"43732,1","43732,1",marcelo.machado,,Unclassified,
xie2009understanding,Understanding help seeking within the context of searching digital libraries,"Xie, Iris and Cool, Colleen",Journal of the American Society for Information Science and Technology,2009,Google Scholar,477--494,60,,article,,,,,,Wiley Online Library,,,,,"43732,1","43732,1",marcelo.machado,,Unclassified,
o2010development,The development and evaluation of a survey to measure user engagement,"O'Brien, Heather L and Toms, Elaine G",Journal of the American Society for Information Science and Technology,2010,Google Scholar,50--69,61,,article,,,,,,Wiley Online Library,,,,,"43732,1","43732,1",marcelo.machado,,Unclassified,
wanberg2012navigating,Navigating the black hole: Explicating layers of job search context and adaptational responses,"Wanberg, Connie and Basbug, Gokce and Van Hooft, Edwin AJ and Samtani, Archana",Personnel Psychology,2012,Google Scholar,887--926,65,,article,,,,,,Wiley Online Library,,,,,"43732,1","43732,1",marcelo.machado,,Unclassified,
jamal2017applying,Applying machine learning with spatio temporal analysis to classify crowdsourced data from the 2010 Haiti Earthquake relief efforts,"Jamal, Sarosh",,2017,Google Scholar,,,,phdthesis,,,,,,,,,,,"43732,1","43732,1",marcelo.machado,,Unclassified,
deja2019knowledge,Knowledge management and academic information behaviour,"Deja, Marek and Rak, Dorota",Aslib Journal of Information Management,2019,Google Scholar,,,,article,,,,,,Emerald Publishing Limited,,,,,"43732,1","43732,1",marcelo.machado,,Duplicated,
deja2019knowledge,Knowledge management and academic information behaviour: A preliminary study of metaliteracy among junior faculty staff in the digital environment,"Deja, Marek and Rak, Dorota",Aslib Journal of Information Management,2019,Google Scholar,,,,article,,,,,,Emerald Publishing Limited,,,,,"43732,1","43732,1",marcelo.machado,,Unclassified,
zhang2014towards,Towards a comprehensive model of the cognitive process and mechanisms of individual sensemaking,"Zhang, Pengyi and Soergel, Dagobert",Journal of the Association for Information Science and Technology,2014,Google Scholar,1733--1756,65,,article,,,,,,Wiley Online Library,,,,,"43732,1","43732,1",marcelo.machado,,Unclassified,
leeder2016collaborative,Collaborative information seeking in student group projects,"Leeder, Chris and Shah, Chirag",Aslib Journal of Information Management,2016,Google Scholar,526--544,68,,article,,,,,,Emerald Group Publishing Limited,,,,,"43732,1","43732,1",marcelo.machado,,Unclassified,
bilal2000children,"Children's use of the Yahooligans! Web search engine: I. Cognitive, physical, and affective behaviors on fact-based search tasks","Bilal, Dania",Journal of the American Society for information Science,2000,Google Scholar,646--665,51,,article,,,,,,Wiley Online Library,,,,,"43732,1","43732,1",marcelo.machado,,Unclassified,
korkeamaki2018historiantutkijoiden,Historiantutkijoiden tehtäväperusteinen informaatiovuorovaikutus digitaalisissa ympäristöissä,"Korkeamäki, Laura",,2018,Google Scholar,,,,mastersthesis,,,,,,,,,,,"43732,1","43732,1",marcelo.machado,,Unclassified,
wu2018impact,Impact of Task Types on Collaborative Information Seeking Behavior,"Wu, Dan and Liang, Shaobo and Dong, Jing and Qiu, Jin",Libri,2018,Google Scholar,231--245,68,,article,,,,,,De Gruyter,,,,,"43732,1","43732,1",marcelo.machado,,Unclassified,
noordzij2013effects,The effects of a learning-goal orientation training on self-regulation: A field experiment among unemployed job seekers,"Noordzij, Gera and van Hooft, Edwin AJ and van Mierlo, Heleen and van Dam, Arjan and Born, Marise Ph",Personnel Psychology,2013,Google Scholar,723--755,66,,article,,,,,,Wiley Online Library,,,,,"43732,1","43732,1",marcelo.machado,,Unclassified,
levene2018categorical,Categorical relevance judgment,"Levene, Mark and Bar-Ilan, J and Zhitomirsky-Geffet, M",Journal of the Association for Information Science and Technology,2018,Google Scholar,,,,article,,,,,,Wiley,,,,,"43732,1","43732,1",marcelo.machado,,Unclassified,
vakkari2012search,Search effort degrades search output but improves task outcome,"Vakkari, Pertti and Huuskonen, Saila",Journal of the American Society for Information Science and Technology,2012,Google Scholar,657--670,63,,article,,,,,,Wiley Online Library,,,,,"43732,1","43732,1",marcelo.machado,,Unclassified,
o2018holistic,A holistic approach to measuring user engagement,"O’Brien, Heather L",,2018,Google Scholar,81--102,,,incollection,,,,,,Springer,,,,,"43732,1","43732,1",marcelo.machado,,Unclassified,
zhang2016process,Process patterns and conceptual changes in knowledge representations during information seeking and sensemaking: A qualitative user study,"Zhang, Pengyi and Soergel, Dagobert",Journal of Information Science,2016,Google Scholar,59--78,42,,article,,,,,,"SAGE Publications Sage UK: London, England",,,,,"43732,1","43732,1",marcelo.machado,,Unclassified,
goh2019determinants,Determinants and academic achievement effect of Facebook use in educational communication among university students,"Goh, Chin Fei and Rasli, Amran and Tan, Owee Kowang and Choi, Sang Long",Aslib Journal of Information Management,2019,Google Scholar,105--123,71,,article,,,,,,Emerald Publishing Limited,,,,,"43732,1","43732,1",marcelo.machado,,Unclassified,
reynolds2016connecting,Connecting student information resource uses to learning outcomes in guided discovery-based game design,"Reynolds, Rebecca",IConference 2016 Proceedings,2016,Google Scholar,,,,article,,,,,,iSchools,,,,,"43732,1","43732,1",marcelo.machado,,Unclassified,
kumpulainen2012barriers,Barriers to task-based information access in molecular medicine,"Kumpulainen, Sanna and Järvelin, Kalervo",Journal of the American Society for Information Science and Technology,2012,Google Scholar,86--97,63,,article,,,,,,Wiley Online Library,,,,,"43732,1","43732,1",marcelo.machado,,Unclassified,
korkeamaki2019interacting,Interacting with Digital Documents,"Korkeamäki, Laura and Kumpulainen, Sanna",,2019,Google Scholar,,,,article,,,,,,,,,,,"43732,1","43732,1",marcelo.machado,,Duplicated,
korkeamaki2019interacting,"Interacting with Digital Documents: A Real Life Study of Historians' Task Processes, Actions and Goals","Korkeamäki, Laura and Kumpulainen, Sanna",,2019,Google Scholar,35--43,,,inproceedings,,,,,,,,,,,"43732,1","43732,1",marcelo.machado,,Unclassified,
reynolds2017information,Information uses and learning outcomes during guided discovery in a blended e-learning game design program for secondary computer science education,"Reynolds, Rebecca and Leeder, Christopher",,2017,Google Scholar,,,,inproceedings,,,,,,,,,,,"43732,1","43732,1",marcelo.machado,,Unclassified,
collins2005predicting,Predicting reading difficulty with statistical language models,"Collins-Thompson, Kevyn and Callan, Jamie",Journal of the American Society for Information Science and Technology,2005,Google Scholar,1448--1462,56,,article,,,,,,Wiley Online Library,,,,,"43732,1","43732,1",marcelo.machado,,Unclassified,
vujovsevic2019learnability,The learnability of the dimensional view of data and what to do with it,"Vujo{š}evi{ć}, Du{š}an and Kova{č}evi{ć}, Ivana and Vujo{š}evi{ć}-Jani{č}i{ć}, Milena",Aslib Journal of Information Management,2019,Google Scholar,38--53,71,,article,,,,,,Emerald Publishing Limited,,,,,"43732,1","43732,1",marcelo.machado,,Unclassified,
forsgren2015impact,The impact of corporate social responsibility on intrinsic and extrinsic employee motivation: A mixed-method study of Sodexo,"Forsgren, Alexander and Haskell, Lucas",,2015,Google Scholar,,,,misc,,,,,,,,,,,"43732,1","43732,1",marcelo.machado,,Unclassified,
vakkari2000changes,Changes in relevance criteria and problem stages in task performance,"Vakkari, Pertti and Hakala, Nanna",Journal of documentation,2000,Google Scholar,540--562,56,,article,,,,,,MCB UP Ltd,,,,,"43732,1","43732,1",marcelo.machado,,Unclassified,
o2016investigating,Investigating the role of user engagement in digital reading environments,"O'Brien, Heather L and Freund, Luanne and Kopak, Richard",,2016,Google Scholar,71--80,,,inproceedings,,,,,,,,,,,"43732,1","43732,1",marcelo.machado,,Unclassified,
augustine2019design,Design of a geographical visualization-based interface for a community academic knowledge exchange,"Augustine, Billy Selvaseelan",,2019,Google Scholar,,,,phdthesis,,,,,,,,,,,"43732,1","43732,1",marcelo.machado,,Unclassified,
stevens2014job,Job search and emotions,"Stevens, Cynthia Kay and Seo, Myeong-Gu",The Oxford handbook of recruitment,2014,Google Scholar,126--138,,,article,,,,,,Oxford University Press New York,,,,,"43732,1","43732,1",marcelo.machado,,Unclassified,
shaffer2007epistemic,Epistemic games as career preparatory experiences for students with disabilities,"Shaffer, David Williamson",Journal of Special Education Technology,2007,Google Scholar,57--69,22,,article,,,,,,"SAGE Publications Sage CA: Los Angeles, CA",,,,,"43732,1","43732,1",marcelo.machado,,Unclassified,
wilders2017predicting,Predicting the role of library bookshelves in 2025,"Wilders, Coen",The Journal of Academic Librarianship,2017,Google Scholar,384--391,43,,article,,,,,,Elsevier,,,,,"43732,1","43732,1",marcelo.machado,,Unclassified,
foster2006collaborative,Collaborative information seeking and retrieval,"Foster, Jonathan",Annual review of information science and technology,2006,Google Scholar,329--356,40,,article,,,,,,Wiley Online Library,,,,,"43732,1","43732,1",marcelo.machado,,Unclassified,
li2009exploration,Exploration in technological innovations with external partners,"Li, Ying",,2009,Google Scholar,,,,phdthesis,,,,,,,,,,,"43732,1","43732,1",marcelo.machado,,Unclassified,
韩正彪38基于用户心智模型的文献数据库评价研究,基于用户心智模型的文献数据库评价研究,韩正彪,图书与情报,,Google Scholar,72--79,38,,article,,,,,,,,,,,"43732,1","43732,2",marcelo.machado,,Rejected,
mccollum2016improving,Improving academic reading habits in chemistry through flipping with an open education digital textbook,"McCollum, Brett M",,2016,Google Scholar,23--45,,,incollection,,,,,,ACS Publications,,,,,"43732,1","43732,1",marcelo.machado,,Unclassified,
roza2018production,Production and dissemination of information in a reference research center in Latin America,"Roza, Rodrigo Hipólito and Macedo dos Santos, Raimundo Nonato",Revista Cubana de Información en Ciencias de la Salud (ACIMED),2018,Google Scholar,1--16,29,,article,,,,,,Medigraphic,,,,,"43732,1","43732,1",marcelo.machado,,Unclassified,
chu201721st,21st century skills development through inquiry-based learning,"Chu, Samuel Kai Wah and Reynolds, Rebecca B and Tavares, Nicole J and Notari, Michele and Lee, Celina Wing Yi",,2017,Google Scholar,,,,book,,,,,,Springer,,,,,"43732,1","43732,1",marcelo.machado,,Unclassified,
ziegler2019effect,The Effect of Students Reading Digital Text Versus Print Text on Comprehension,"Ziegler, Aubrie",,2019,Google Scholar,,,,article,,,,,,,,,,,"43732,1","43732,1",marcelo.machado,,Unclassified,
juric2017role,The role of the need for cognition in the university students’ reading behaviour,"Juric, Mate",Information research,2017,Google Scholar,1,22,,article,,,,,,,,,,,"43732,1","43732,1",marcelo.machado,,Unclassified,
kankam2019internet,Internet access and information retrieval competencies of high school students in Ghana,"Kankam, Philip Kwaku and Nsibirwa, Zawedde",Library Philosophy and Practice,2019,Google Scholar,0_1--45,,,article,,,,,,Library Philosophy and Practice,,,,,"43732,1","43732,1",marcelo.machado,,Unclassified,
petrelli2004observing,"Observing users, designing clarity: A case study on the user-centered design of a cross-language information retrieval system","Petrelli, Daniela and Beaulieu, Micheline and Sanderson, Mark and Demetriou, George and Herring, Patrick and Hansen, Preben",Journal of the American Society for Information Science and Technology,2004,Google Scholar,923--934,55,,article,,,,,,Wiley Online Library,,,,,"43732,1","43732,1",marcelo.machado,,Unclassified,
li2008exploration,Exploration and exploitation in innovation: Reframing the interpretation,"Li, Ying and Vanhaverbeke, Wim and Schoenmakers, Wilfred",Creativity and innovation management,2008,Google Scholar,107--126,17,,article,,,,,,Wiley Online Library,,,,,"43732,1","43732,1",marcelo.machado,,Unclassified,
gorichanaz2019understanding,Understanding and Information in the Work of Visual Artists,"Gorichanaz, Tim",Journal of the Association for Information Science and Technology,2019,Google Scholar,,,,article,,,,,,Wiley Online Library,,,,,"43732,1","43732,1",marcelo.machado,,Unclassified,
thor2017interactive,An interactive online approach to small-group student presentations and discussions,"Thor, Der and Xiao, Nan and Zheng, Meixun and Ma, Ruidan and Yu, Xiao Xi",Advances in physiology education,2017,Google Scholar,498--504,41,,article,,,,,,"American Physiological Society Bethesda, MD",,,,,"43732,1","43732,1",marcelo.machado,,Unclassified,
mundra2019search,The Search for the Searcher: Features Influencing the Knowledge Gain by the User,"Mundra, Yash",,2019,Google Scholar,,,,phdthesis,,,,,,,,,,,"43732,1","43732,1",marcelo.machado,,Unclassified,
pennanen2003students,"Students' conceptual structure, search process, and outcome while preparing a research proposal: a longitudinal case study","Pennanen, Mikko and Vakkari, Pertti",Journal of the American Society for Information Science and Technology,2003,Google Scholar,759--770,54,,article,,,,,,Wiley Online Library,,,,,"43732,1","43732,1",marcelo.machado,,Unclassified,
lilienfeld2006have,""" To have the reader work with the author"": The Circulation of Knowledge in Virginia Woolf's To the Lighthouse and Toni Morrison's Jazz","Lilienfeld, Jane",MFS Modern Fiction Studies,2006,Google Scholar,42--65,52,,article,,,,,,Johns Hopkins University Press,,,,,"43732,1","43732,1",marcelo.machado,,Unclassified,
buganza2011experience,An experience in applying user centered design to search computing,"Buganza, Tommaso and Corubolo, Marta and Della Valle, Emanuele and Pellizzoni, Elena",,2011,Google Scholar,239--255,,,incollection,,,,,,Springer,,,,,"43732,1","43732,1",marcelo.machado,,Unclassified,
lustria2007can,Can interactivity make a difference? Effects of interactivity on the comprehension of and attitudes toward online health content,"Lustria, Mia Liza A",Journal of the American Society for Information Science and Technology,2007,Google Scholar,766--776,58,,article,,,,,,Wiley Online Library,,,,,"43732,1","43732,1",marcelo.machado,,Unclassified,
brady2018scrolling,Is Scrolling Disrupting While Reading?,"Brady, Katherine and Cho, Sun Joo and Narasimham, Gayathri and Fisher, Douglas and Goodwin, Amanda",,2018,Google Scholar,,,,incollection,,,,,,"International Society of the Learning Sciences, Inc.[ISLS].",,,,,"43732,1","43732,1",marcelo.machado,,Unclassified,
al2017effects,The effects of reading mode (digital vs printed text) on reading comprehension: A literature review of the key assessment factors,"Al-Sulaimi, Aisha and Al-Shihi, Hafedh",,2017,Google Scholar,1--6,,,inproceedings,,,,,,,,,,,"43732,1","43732,1",marcelo.machado,,Unclassified,
цирулькевич2017развитие,Развитие у студентов педагогического бакалавриата умений поиска научной информации в специализированных системах,"Цирулькевич, Алена Викторовна",,2017,Google Scholar,,,,phdthesis,,,,,,,,,,,"43732,1","43732,2",marcelo.machado,,Duplicated,
bikson1984scientific,Scientific and technical information transfer: Issues and options,"Bikson, Tora K and Quint, Barbara E and Johnson, Leland L",,1984,Google Scholar,,,,techreport,,,,,,,,,,,"43732,1","43732,1",marcelo.machado,,Unclassified,
bjorner20145,"5 Program Monday, 7 October 2013","Bjørner, N and Hähnle, R and Nipkow, T and Weidenbach, C",Deduction and Arithmetic,2014,Google Scholar,21,,,article,,,,,,,,,,,"43732,1","43732,1",marcelo.machado,,Unclassified,
al2019using,Using knowledge anchors to facilitate user exploration of data graphs,"Al-Tawil, Marwan and Dimitrova, Vania and Thakker, Dhavalkumar",Semantic Web,2019,Google Scholar,1--30,,,article,,,,,,IOS Press,,,,,"43732,1","43732,1",marcelo.machado,,Unclassified,
schmalhofer1996some,Some late-breaking news from the data mines and a preview of the KOALA system: A prospector's report,"Schmalhofer, Franz and Kozieja, Christoph",,1996,Google Scholar,213--228,,,inproceedings,,,,,,,,,,,"43732,1","43732,2",marcelo.machado,,Duplicated,
tapper2015learning,"Learning to rank, a supervised approach for ranking of documents","TAPPER, KRISTOFER",,2015,Google Scholar,,,,article,,,,,,,,,,,"43732,1","43732,1",marcelo.machado,,Unclassified,
widoretno2017cases,Cases of Thinking: Communication between Teacher and Students through Discovery Learning in Biology,"Widoretno, Sri and Nurmiyati, Almira Rahma and Rahma, Almira and Ramli, Murni and Ariyanto, Joko",PERTANIKA JOURNAL OF SOCIAL SCIENCE AND HUMANITIES,2017,Google Scholar,281--292,25,,article,,,,,,"UNIV PUTRA MALAYSIA PRESS SERDANG, SELANGOR, 00000, MALAYSIA",,,,,"43732,1","43732,1",marcelo.machado,,Unclassified,
deisenroth2013survey,A survey on policy search for robotics,"Deisenroth, Marc Peter and Neumann, Gerhard and Peters, Jan and others",Foundations and Trends{\textregistered} in Robotics,2013,Google Scholar,1--142,2,,article,,,,,,"Now Publishers, Inc.",,,,,"43732,1","43732,1",marcelo.machado,,Unclassified,
mangen2008hypertext,Hypertext fiction reading: haptics and immersion,"Mangen, Anne",Journal of research in reading,2008,Google Scholar,404--419,31,,article,,,,,,Wiley Online Library,,,,,"43732,1","43732,1",marcelo.machado,,Unclassified,
бекузарова2017развитие,Развитие у будущих тьюторов умений поиска научной информации,"Бекузарова, Наталья Владимировна and Ермолович, Елена Владимировна and Пангоф, София Александровна and Цирулькевич, Алена Викторовна",Современные исследования социальных проблем,2017,Google Scholar,,8,,article,,,,,,Общество с ограниченной ответственностью {\guillemotleft}Научно-инновационный центр{\guillemotright},,,,,"43732,1","43732,1",marcelo.machado,,Unclassified,
